tempo_us,angulo_deg,motor_percent
277368,-69.53,35
278257,-69.30,35
279146,-69.07,35
280035,-68.84,35
280924,-68.62,35
281813,-68.38,35
282702,-68.14,35
283591,-67.89,35
284480,-67.66,35
285369,-67.42,35
286258,-67.17,35
287147,-66.92,35
288036,-66.68,35
288925,-66.44,35
289814,-66.18,35
290703,-65.93,35
291592,-65.69,35
292481,-65.44,35
293370,-65.18,35
294259,-64.92,35
295148,-64.67,35
296037,-64.41,35
296926,-64.15,35
297815,-63.89,35
298704,-63.64,35
299593,-63.39,35
300482,-63.12,35
301371,-62.86,35
302260,-62.61,35
303149,-62.36,35
304038,-62.10,35
304927,-61.84,35
305816,-61.59,35
306705,-61.33,35
307594,-61.05,35
308483,-60.79,35
309372,-60.53,35
310261,-60.27,35
311150,-59.99,35
312039,-59.72,35
312928,-59.45,35
313817,-59.18,35
314706,-58.91,35
315595,-58.65,35
316484,-58.39,35
317373,-58.12,35
318262,-57.84,35
319151,-57.56,35
320040,-57.30,35
320929,-57.02,35
321818,-56.74,35
322707,-56.46,35
323596,-56.20,35
324485,-55.93,35
325374,-55.65,35
326263,-55.39,35
327152,-55.13,35
328041,-54.86,35
328930,-54.59,35
329819,-54.32,35
330708,-54.05,35
331597,-53.78,35
332486,-53.50,35
333375,-53.24,35
334264,-52.97,35
335153,-52.71,35
336042,-52.43,35
336931,-52.17,35
337820,-51.90,35
338709,-51.63,35
339598,-51.36,35
340487,-51.10,35
341376,-50.84,35
342265,-50.56,35
343154,-50.30,35
344043,-50.04,35
344932,-49.77,35
345821,-49.51,35
346710,-49.23,35
347599,-48.97,35
348488,-48.71,35
349377,-48.44,35
350266,-48.18,35
351155,-47.92,35
352044,-47.67,35
352933,-47.40,35
353822,-47.14,35
354711,-46.89,35
355600,-46.63,35
356489,-46.37,35
357378,-46.12,35
358267,-45.87,35
359156,-45.62,35
360045,-45.35,35
360934,-45.10,35
361823,-44.86,35
362712,-44.61,35
363601,-44.35,35
364490,-44.08,35
365379,-43.83,35
366268,-43.57,35
367157,-43.32,35
368046,-43.08,35
368935,-42.84,35
369824,-42.60,35
370713,-42.34,35
371602,-42.09,35
372491,-41.86,35
373380,-41.62,35
374269,-41.38,35
375158,-41.13,35
376047,-40.90,35
376936,-40.66,35
377825,-40.42,35
378714,-40.18,35
379603,-39.95,35
380492,-39.72,35
381381,-39.49,35
382270,-39.26,35
383159,-39.03,35
384048,-38.81,35
384937,-38.58,35
385826,-38.36,35
386715,-38.15,35
387604,-37.92,35
388493,-37.70,35
389382,-37.49,35
390271,-37.27,35
391160,-37.05,35
392049,-36.83,35
392938,-36.61,35
393827,-36.40,35
394716,-36.19,35
395605,-35.98,35
396494,-35.77,35
397383,-35.56,35
398272,-35.36,35
399161,-35.15,35
400050,-34.95,35
400939,-34.75,35
401828,-34.55,35
402717,-34.34,35
403606,-34.15,35
404495,-33.95,35
405384,-33.75,35
406273,-33.55,35
407162,-33.37,35
408051,-33.18,35
408940,-33.00,35
409829,-32.81,35
410718,-32.62,35
411607,-32.44,35
412496,-32.26,35
413385,-32.08,35
414274,-31.90,35
415163,-31.72,35
416052,-31.54,35
416941,-31.36,35
417830,-31.19,35
418719,-31.01,35
419608,-30.84,35
420497,-30.67,35
421386,-30.51,35
422275,-30.35,35
423164,-30.18,35
424053,-30.02,35
424942,-29.86,35
425831,-29.71,35
426720,-29.55,35
427609,-29.39,35
428498,-29.23,35
429387,-29.09,35
430276,-28.93,35
431165,-28.78,35
432054,-28.63,35
432943,-28.49,35
433832,-28.35,35
434721,-28.20,35
435610,-28.07,35
436499,-27.93,35
437388,-27.79,35
438277,-27.65,35
439166,-27.52,35
440055,-27.39,35
440944,-27.26,35
441833,-27.14,35
442722,-27.02,35
443611,-26.89,35
444500,-26.77,35
445389,-26.65,35
446278,-26.54,35
447167,-26.41,35
448056,-26.29,35
448945,-26.19,35
449834,-26.07,35
450723,-25.97,35
451612,-25.86,35
452501,-25.75,35
453390,-25.65,35
454279,-25.55,35
455168,-25.45,35
456057,-25.36,35
456946,-25.26,35
457835,-25.17,35
458724,-25.07,35
459613,-24.98,35
460502,-24.90,35
461391,-24.81,35
462280,-24.72,35
463169,-24.64,35
464058,-24.56,35
464947,-24.48,35
465836,-24.40,35
466725,-24.32,35
467614,-24.26,35
468503,-24.18,35
469392,-24.12,35
470281,-24.05,35
471170,-23.98,35
472059,-23.92,35
472948,-23.86,35
473837,-23.80,35
474726,-23.75,35
475615,-23.69,35
476504,-23.64,35
477393,-23.59,35
478282,-23.54,35
479171,-23.50,35
480060,-23.45,35
480949,-23.41,35
481838,-23.36,35
482727,-23.33,35
483616,-23.29,35
484505,-23.25,35
485394,-23.22,35
486283,-23.19,35
487172,-23.15,35
488061,-23.12,35
488950,-23.09,35
489839,-23.07,35
490728,-23.05,35
491617,-23.03,35
492506,-23.01,35
493395,-23.00,35
494284,-22.98,35
495173,-22.96,35
496062,-22.95,35
496951,-22.94,35
497840,-22.92,35
498729,-22.91,35
499618,-22.90,35
500507,-22.90,35
501396,-22.89,35
502285,-22.89,35
503174,-22.88,35
504063,-22.88,35
504952,-22.89,35
505841,-22.89,35
506730,-22.89,35
507619,-22.90,35
508508,-22.91,35
509397,-22.93,35
510286,-22.94,35
511175,-22.96,35
512064,-22.98,35
512953,-22.99,35
513842,-23.02,35
514731,-23.05,35
515620,-23.07,35
516509,-23.09,35
517398,-23.12,35
518287,-23.15,35
519176,-23.18,35
520065,-23.21,35
520954,-23.24,35
521843,-23.28,35
522732,-23.31,35
523621,-23.35,35
524510,-23.39,35
525399,-23.42,35
526288,-23.47,35
527177,-23.52,35
528066,-23.56,35
528955,-23.61,35
529844,-23.66,35
530733,-23.72,35
531622,-23.77,35
532511,-23.81,35
533400,-23.87,35
534289,-23.93,35
535178,-23.98,35
536067,-24.04,35
536956,-24.10,35
537845,-24.18,35
538734,-24.24,35
539623,-24.31,35
540512,-24.38,35
541401,-24.44,35
542290,-24.52,35
543179,-24.59,35
544068,-24.66,35
544957,-24.74,35
545846,-24.82,35
546735,-24.90,35
547624,-24.99,35
548513,-25.07,35
549402,-25.15,35
550291,-25.23,35
551180,-25.31,35
552069,-25.40,35
552958,-25.49,35
553847,-25.57,35
554736,-25.66,35
555625,-25.75,35
556514,-25.84,35
557403,-25.93,35
558292,-26.02,35
559181,-26.12,35
560070,-26.22,35
560959,-26.32,35
561848,-26.43,35
562737,-26.53,35
563626,-26.64,35
564515,-26.74,35
565404,-26.85,35
566293,-26.96,35
567182,-27.06,35
568071,-27.17,35
568960,-27.28,35
569849,-27.39,35
570738,-27.51,35
571627,-27.62,35
572516,-27.74,35
573405,-27.86,35
574294,-27.98,35
575183,-28.09,35
576072,-28.21,35
576961,-28.34,35
577850,-28.47,35
578739,-28.59,35
579628,-28.71,35
580517,-28.84,35
581406,-28.97,35
582295,-29.10,35
583184,-29.22,35
584073,-29.36,35
584962,-29.50,35
585851,-29.63,35
586740,-29.77,35
587629,-29.91,35
588518,-30.05,35
589407,-30.19,35
590296,-30.33,35
591185,-30.47,35
592074,-30.61,35
592963,-30.75,35
593852,-30.89,35
594741,-31.04,35
595630,-31.19,35
596519,-31.34,35
597408,-31.49,35
598297,-31.64,35
599186,-31.80,35
600075,-31.95,35
600964,-32.10,35
601853,-32.26,35
602742,-32.42,35
603631,-32.58,35
604520,-32.73,35
605409,-32.89,35
606298,-33.05,35
607187,-33.20,35
608076,-33.35,35
608965,-33.51,35
609854,-33.67,35
610743,-33.84,35
611632,-33.99,35
612521,-34.16,35
613410,-34.32,35
614299,-34.48,35
615188,-34.64,35
616077,-34.79,35
616966,-34.97,35
617855,-35.13,35
618744,-35.30,35
619633,-35.48,35
620522,-35.65,35
621411,-35.82,35
622300,-35.99,35
623189,-36.15,35
624078,-36.34,35
624967,-36.51,35
625856,-36.68,35
626745,-36.86,35
627634,-37.03,35
628523,-37.20,35
629412,-37.37,35
630301,-37.53,35
631190,-37.72,35
632079,-37.89,35
632968,-38.06,35
633857,-38.23,35
634746,-38.42,35
635635,-38.60,35
636524,-38.77,35
637413,-38.94,35
638302,-39.12,35
639191,-39.30,35
640080,-39.48,35
640969,-39.66,35
641858,-39.85,35
642747,-40.03,35
643636,-40.20,35
644525,-40.37,35
645414,-40.57,35
646303,-40.76,35
647192,-40.94,35
648081,-41.13,35
648970,-41.32,35
649859,-41.51,35
650748,-41.68,35
651637,-41.87,35
652526,-42.06,35
653415,-42.26,35
654304,-42.43,35
655193,-42.62,35
656082,-42.82,35
656971,-43.00,35
657860,-43.18,35
658749,-43.36,35
659638,-43.54,35
660527,-43.73,35
661416,-43.91,35
662305,-44.09,35
663194,-44.28,35
664083,-44.46,35
664972,-44.64,35
665861,-44.83,35
666750,-45.03,35
667639,-45.22,35
668528,-45.40,35
669417,-45.59,35
670306,-45.79,35
671195,-45.99,35
672084,-46.17,35
672973,-46.36,35
673862,-46.55,35
674751,-46.73,35
675640,-46.91,35
676529,-47.10,35
677418,-47.30,35
678307,-47.49,35
679196,-47.67,35
680085,-47.86,35
680974,-48.05,35
681863,-48.25,35
682752,-48.43,35
683641,-48.63,35
684530,-48.83,35
685419,-49.01,35
686308,-49.19,35
687197,-49.37,35
688086,-49.56,35
688975,-49.75,35
689864,-49.93,35
690753,-50.11,35
691642,-50.30,35
692531,-50.49,35
693420,-50.67,35
694309,-50.86,35
695198,-51.05,35
696087,-51.24,35
696976,-51.42,35
697865,-51.60,35
698754,-51.80,35
699643,-51.98,35
700532,-52.16,35
701421,-52.33,35
702310,-52.52,35
703199,-52.70,35
704088,-52.87,35
704977,-53.05,35
705866,-53.24,35
706755,-53.43,35
707644,-53.60,35
708533,-53.77,35
709422,-53.94,35
710311,-54.13,35
711200,-54.30,35
712089,-54.46,35
712978,-54.64,35
713867,-54.81,35
714756,-54.99,35
715645,-55.15,35
716534,-55.31,35
717423,-55.49,35
718312,-55.66,35
719201,-55.82,35
720090,-55.99,35
720979,-56.17,35
721868,-56.34,35
722757,-56.49,35
723646,-56.65,35
724535,-56.83,35
725424,-57.00,35
726313,-57.16,35
727202,-57.31,35
728091,-57.48,35
728980,-57.64,35
729869,-57.79,35
730758,-57.94,35
731647,-58.10,35
732536,-58.26,35
733425,-58.39,35
734314,-58.53,35
735203,-58.69,35
736092,-58.85,35
736981,-58.99,35
737870,-59.14,35
738759,-59.28,35
739648,-59.43,35
740537,-59.57,35
741426,-59.70,35
742315,-59.85,35
743204,-60.00,35
744093,-60.13,35
744982,-60.25,35
745871,-60.38,35
746760,-60.52,35
747649,-60.65,35
748538,-60.78,35
749427,-60.91,35
750316,-61.05,35
751205,-61.18,35
752094,-61.31,35
752983,-61.44,35
753872,-61.58,35
754761,-61.70,35
755650,-61.82,35
756539,-61.94,35
757428,-62.07,35
758317,-62.19,35
759206,-62.30,35
760095,-62.41,35
760984,-62.54,35
761873,-62.64,35
762762,-62.74,35
763651,-62.84,35
764540,-62.96,35
765429,-63.08,35
766318,-63.18,35
767207,-63.28,35
768096,-63.40,35
768985,-63.50,35
769874,-63.60,35
770763,-63.69,35
771652,-63.80,35
772541,-63.90,35
773430,-64.00,35
774319,-64.09,35
775208,-64.20,35
776097,-64.31,35
776986,-64.39,35
777875,-64.48,35
778764,-64.59,35
779653,-64.68,35
780542,-64.75,35
781431,-64.83,35
782320,-64.93,35
783209,-65.00,35
784098,-65.07,35
784987,-65.15,35
785876,-65.24,35
786765,-65.31,35
787654,-65.37,35
788543,-65.45,35
789432,-65.54,35
790321,-65.61,35
791210,-65.66,35
792099,-65.74,35
792988,-65.81,35
793877,-65.86,35
794766,-65.92,35
795655,-65.99,35
796544,-66.06,35
797433,-66.10,35
798322,-66.15,35
799211,-66.22,35
800100,-66.28,35
800989,-66.33,35
801878,-66.36,35
802767,-66.42,35
803656,-66.47,35
804545,-66.50,35
805434,-66.54,35
806323,-66.59,35
807212,-66.63,35
808101,-66.65,35
808990,-66.68,35
809879,-66.73,35
810768,-66.77,35
811657,-66.80,35
812546,-66.83,35
813435,-66.86,35
814324,-66.89,35
815213,-66.90,35
816102,-66.92,35
816991,-66.96,35
817880,-66.99,35
818769,-66.99,35
819658,-67.01,35
820547,-67.04,35
821436,-67.06,35
822325,-67.06,35
823214,-67.09,35
824103,-67.12,35
824992,-67.12,35
825881,-67.12,35
826770,-67.13,35
827659,-67.14,35
828548,-67.14,35
829437,-67.13,35
830326,-67.13,35
831215,-67.14,35
832104,-67.14,35
832993,-67.14,35
833882,-67.14,35
834771,-67.15,35
835660,-67.14,35
836549,-67.12,35
837438,-67.11,35
838327,-67.11,35
839216,-67.09,35
840105,-67.07,35
840994,-67.05,35
841883,-67.04,35
842772,-67.03,35
843661,-67.01,35
844550,-67.00,35
845439,-66.99,35
846328,-66.96,35
847217,-66.93,35
848106,-66.91,35
848995,-66.89,35
849884,-66.86,35
850773,-66.81,35
851662,-66.79,35
852551,-66.77,35
853440,-66.72,35
854329,-66.67,35
855218,-66.64,35
856107,-66.61,35
856996,-66.56,35
857885,-66.50,35
858774,-66.48,35
859663,-66.44,35
860552,-66.40,35
861441,-66.35,35
862330,-66.31,35
863219,-66.28,35
864108,-66.22,35
864997,-66.17,35
865886,-66.12,35
866775,-66.08,35
867664,-66.03,35
868553,-65.97,35
869442,-65.92,35
870331,-65.87,35
871220,-65.81,35
872109,-65.74,35
872998,-65.69,35
873887,-65.63,35
874776,-65.56,35
875665,-65.50,35
876554,-65.43,35
877443,-65.38,35
878332,-65.31,35
879221,-65.24,35
880110,-65.18,35
880999,-65.11,35
881888,-65.05,35
882777,-64.97,35
883666,-64.90,35
884555,-64.84,35
885444,-64.75,35
886333,-64.67,35
887222,-64.60,35
888111,-64.52,35
889000,-64.44,35
889889,-64.35,35
890778,-64.27,35
891667,-64.20,35
892556,-64.11,35
893445,-64.03,35
894334,-63.95,35
895223,-63.87,35
896112,-63.79,35
897001,-63.69,35
897890,-63.60,35
898779,-63.51,35
899668,-63.42,35
900557,-63.32,35
901446,-63.22,35
902335,-63.14,35
903224,-63.04,35
904113,-62.93,35
905002,-62.84,35
905891,-62.74,35
906780,-62.66,35
907669,-62.55,35
908558,-62.43,35
909447,-62.34,35
910336,-62.24,35
911225,-62.14,35
912114,-62.03,35
913003,-61.92,35
913892,-61.82,35
914781,-61.70,35
915670,-61.59,35
916559,-61.50,35
917448,-61.40,35
918337,-61.29,35
919226,-61.18,35
920115,-61.08,35
921004,-60.97,35
921893,-60.85,35
922782,-60.73,35
923671,-60.61,35
924560,-60.50,35
925449,-60.39,35
926338,-60.27,35
927227,-60.16,35
928116,-60.05,35
929005,-59.92,35
929894,-59.80,35
930783,-59.68,35
931672,-59.57,35
932561,-59.45,35
933450,-59.33,35
934339,-59.21,35
935228,-59.10,35
936117,-58.97,35
937006,-58.84,35
937895,-58.72,35
938784,-58.60,35
939673,-58.47,35
940562,-58.34,35
941451,-58.22,35
942340,-58.09,35
943229,-57.96,35
944118,-57.84,35
945007,-57.70,35
945896,-57.58,35
946785,-57.46,35
947674,-57.33,35
948563,-57.22,35
949452,-57.10,35
950341,-56.97,35
951230,-56.84,35
952119,-56.70,35
953008,-56.57,35
953897,-56.45,35
954786,-56.31,35
955675,-56.17,35
956564,-56.04,35
957453,-55.91,35
958342,-55.78,35
959231,-55.64,35
960120,-55.52,35
961009,-55.40,35
961898,-55.26,35
962787,-55.13,35
963676,-55.00,35
964565,-54.87,35
965454,-54.75,35
966343,-54.60,35
967232,-54.47,35
968121,-54.34,35
969010,-54.19,35
969899,-54.06,35
970788,-53.92,35
971677,-53.79,35
972566,-53.66,35
973455,-53.51,35
974344,-53.37,35
975233,-53.25,35
976122,-53.13,35
977011,-52.99,35
977900,-52.86,35
978789,-52.73,35
979678,-52.60,35
980567,-52.46,35
981456,-52.32,35
982345,-52.20,35
983234,-52.07,35
984123,-51.94,35
985012,-51.80,35
985901,-51.66,35
986790,-51.54,35
987679,-51.40,35
988568,-51.26,35
989457,-51.13,35
990346,-51.01,35
991235,-50.87,35
992124,-50.74,35
993013,-50.61,35
993902,-50.49,35
994791,-50.35,35
995680,-50.21,35
996569,-50.09,35
997458,-49.97,35
998347,-49.84,35
999236,-49.70,35
1000125,-49.57,35
1001014,-49.44,35
1001903,-49.32,35
1002792,-49.19,35
1003681,-49.06,35
1004570,-48.92,35
1005459,-48.80,35
1006348,-48.68,35
1007237,-48.55,35
1008126,-48.42,35
1009015,-48.30,35
1009904,-48.18,35
1010793,-48.06,35
1011682,-47.93,35
1012571,-47.81,35
1013460,-47.69,35
1014349,-47.57,35
1015238,-47.43,35
1016127,-47.31,35
1017016,-47.19,35
1017905,-47.07,35
1018794,-46.94,35
1019683,-46.82,35
1020572,-46.70,35
1021461,-46.59,35
1022350,-46.47,35
1023239,-46.35,35
1024128,-46.24,35
1025017,-46.13,35
1025906,-46.02,35
1026795,-45.89,35
1027684,-45.78,35
1028573,-45.67,35
1029462,-45.56,35
1030351,-45.44,35
1031240,-45.33,35
1032129,-45.22,35
1033018,-45.12,35
1033907,-45.00,35
1034796,-44.89,35
1035685,-44.78,35
1036574,-44.69,35
1037463,-44.58,35
1038352,-44.46,35
1039241,-44.35,35
1040130,-44.25,35
1041019,-44.14,35
1041908,-44.04,35
1042797,-43.93,35
1043686,-43.83,35
1044575,-43.73,35
1045464,-43.62,35
1046353,-43.52,35
1047242,-43.42,35
1048131,-43.33,35
1049020,-43.23,35
1049909,-43.12,35
1050798,-43.02,35
1051687,-42.93,35
1052576,-42.83,35
1053465,-42.73,35
1054354,-42.64,35
1055243,-42.56,35
1056132,-42.47,35
1057021,-42.38,35
1057910,-42.28,35
1058799,-42.20,35
1059688,-42.12,35
1060577,-42.03,35
1061466,-41.94,35
1062355,-41.86,35
1063244,-41.77,35
1064133,-41.68,35
1065022,-41.59,35
1065911,-41.51,35
1066800,-41.42,35
1067689,-41.33,35
1068578,-41.25,35
1069467,-41.17,35
1070356,-41.10,35
1071245,-41.03,35
1072134,-40.96,35
1073023,-40.89,35
1073912,-40.81,35
1074801,-40.74,35
1075690,-40.67,35
1076579,-40.59,35
1077468,-40.53,35
1078357,-40.46,35
1079246,-40.40,35
1080135,-40.33,35
1081024,-40.26,35
1081913,-40.19,35
1082802,-40.14,35
1083691,-40.08,35
1084580,-40.01,35
1085469,-39.94,35
1086358,-39.88,35
1087247,-39.83,35
1088136,-39.78,35
1089025,-39.72,35
1089914,-39.67,35
1090803,-39.62,35
1091692,-39.56,35
1092581,-39.50,35
1093470,-39.46,35
1094359,-39.41,35
1095248,-39.36,35
1096137,-39.30,35
1097026,-39.25,35
1097915,-39.22,35
1098804,-39.17,35
1099693,-39.12,35
1100582,-39.07,35
1101471,-39.04,35
1102360,-39.00,35
1103249,-38.96,35
1104138,-38.93,35
1105027,-38.90,35
1105916,-38.87,35
1106805,-38.84,35
1107694,-38.79,35
1108583,-38.76,35
1109472,-38.72,35
1110361,-38.70,35
1111250,-38.67,35
1112139,-38.64,35
1113028,-38.61,35
1113917,-38.59,35
1114806,-38.56,35
1115695,-38.52,35
1116584,-38.50,35
1117473,-38.47,35
1118362,-38.45,35
1119251,-38.43,35
1120140,-38.41,35
1121029,-38.40,35
1121918,-38.38,35
1122807,-38.35,35
1123696,-38.34,35
1124585,-38.32,35
1125474,-38.32,35
1126363,-38.31,35
1127252,-38.29,35
1128141,-38.29,35
1129030,-38.28,35
1129919,-38.27,35
1130808,-38.26,35
1131697,-38.25,35
1132586,-38.25,35
1133475,-38.24,35
1134364,-38.24,35
1135253,-38.23,35
1136142,-38.24,35
1137031,-38.24,35
1137920,-38.24,35
1138809,-38.24,35
1139698,-38.23,35
1140587,-38.24,35
1141476,-38.24,35
1142365,-38.25,35
1143254,-38.26,35
1144143,-38.27,35
1145032,-38.28,35
1145921,-38.28,35
1146810,-38.29,35
1147699,-38.30,35
1148588,-38.31,35
1149477,-38.32,35
1150366,-38.32,35
1151255,-38.34,35
1152144,-38.35,35
1153033,-38.36,35
1153922,-38.38,35
1154811,-38.38,35
1155700,-38.41,35
1156589,-38.42,35
1157478,-38.43,35
1158367,-38.46,35
1159256,-38.48,35
1160145,-38.50,35
1161034,-38.51,35
1161923,-38.53,35
1162812,-38.55,35
1163701,-38.58,35
1164590,-38.60,35
1165479,-38.62,35
1166368,-38.66,35
1167257,-38.69,35
1168146,-38.71,35
1169035,-38.73,35
1169924,-38.76,35
1170813,-38.79,35
1171702,-38.82,35
1172591,-38.86,35
1173480,-38.90,35
1174369,-38.93,35
1175258,-38.97,35
1176147,-38.99,35
1177036,-39.02,35
1177925,-39.06,35
1178814,-39.10,35
1179703,-39.13,35
1180592,-39.17,35
1181481,-39.21,35
1182370,-39.25,35
1183259,-39.29,35
1184148,-39.32,35
1185037,-39.36,35
1185926,-39.40,35
1186815,-39.45,35
1187704,-39.49,35
1188593,-39.53,35
1189482,-39.57,35
1190371,-39.61,35
1191260,-39.65,35
1192149,-39.69,35
1193038,-39.72,35
1193927,-39.78,35
1194816,-39.81,35
1195705,-39.85,35
1196594,-39.90,35
1197483,-39.95,35
1198372,-39.99,35
1199261,-40.02,35
1200150,-40.07,35
1201039,-40.11,35
1201928,-40.16,35
1202817,-40.20,35
1203706,-40.25,35
1204595,-40.31,35
1205484,-40.37,35
1206373,-40.42,35
1207262,-40.46,35
1208151,-40.51,35
1209040,-40.58,35
1209929,-40.62,35
1210818,-40.67,35
1211707,-40.74,35
1212596,-40.79,35
1213485,-40.85,35
1214374,-40.90,35
1215263,-40.95,35
1216152,-41.01,35
1217041,-41.08,35
1217930,-41.13,35
